username,total_stars,avg_stars_per_repo,max_repo_stars,total_forks,avg_forks_per_repo,max_repo_forks,active_repos,total_repositories_found,active_repo_ratio
maxrave-dev,9618,229.0,9475,509,12.119047619047619,462,17,42,0.40476190476190477
MattNami,31,1.3478260869565217,6,1,0.043478260869565216,1,10,23,0.43478260869565216
moorocco,1,1.0,1,0,0.0,0,1,1,1.0
s-r-e-e-r-a-j,1384,30.755555555555556,527,221,4.911111111111111,77,45,45,1.0
aprildunnam,851,21.275,547,298,7.45,234,8,40,0.2
reactos,18470,486.05263157894734,17617,2688,70.73684210526316,2129,38,38,1.0
ShawhinT,1548,44.22857142857143,886,1308,37.371428571428574,581,27,35,0.7714285714285715
terjanq,2762,69.05,2364,284,7.1,219,10,40,0.25
mosra,7246,181.15,5165,1024,25.6,464,15,40,0.375
rabernat,189,1.89,153,94,0.94,67,1,100,0.01
technexxa,262,3.275,13,19,0.2375,3,31,80,0.3875
scotthmurray,2930,225.3846153846154,2424,2094,161.07692307692307,1769,4,13,0.3076923076923077
ghqc,30,30.0,30,4,4.0,4,0,1,0.0
altercation,23844,1490.25,15987,5420,338.75,3459,5,16,0.3125
cznic,4046,69.75862068965517,1299,339,5.844827586206897,76,10,58,0.1724137931034483
hiddify-com,80,2.6666666666666665,8,111,3.7,96,9,30,0.3
Wh04m1001,3248,56.0,840,590,10.172413793103448,100,22,58,0.3793103448275862
seancorfield,5122,51.22,1898,523,5.23,173,21,100,0.21
gabrieldim,4459,66.55223880597015,131,199,2.970149253731343,16,22,67,0.3283582089552239
falkTX,3212,32.12,2105,421,4.21,177,31,100,0.31
EdisonTalk,1313,33.666666666666664,420,805,20.641025641025642,198,14,39,0.358974358974359
MaxXSoft,484,10.083333333333334,183,62,1.2916666666666667,24,5,48,0.10416666666666667
7oSkaaa,799,16.645833333333332,220,234,4.875,84,12,48,0.25
alan-turing-institute,942,9.42,343,451,4.51,101,30,100,0.3
rudrankriyam,2120,21.2,1078,202,2.02,67,63,100,0.63
alganet,292,2.92,36,28,0.28,6,45,100,0.45
marmelroy,19653,727.8888888888889,5376,2218,82.14814814814815,859,9,27,0.3333333333333333
SeuTao,2114,38.43636363636364,681,599,10.89090909090909,199,8,55,0.14545454545454545
betanalpha,552,42.46153846153846,172,169,13.0,97,9,13,0.6923076923076923
flibitijibibo,3744,91.3170731707317,1903,551,13.439024390243903,251,15,41,0.36585365853658536
inkandswitch,3571,64.92727272727272,783,210,3.8181818181818183,30,30,55,0.5454545454545454
njsmith,773,7.73,300,102,1.02,20,6,100,0.06
moy-boy,24,2.6666666666666665,9,3,0.3333333333333333,2,2,9,0.2222222222222222
whxaxes,2976,53.142857142857146,1962,1452,25.928571428571427,986,6,56,0.10714285714285714
piskvorky,23737,402.3220338983051,16438,5381,91.20338983050847,4408,8,59,0.13559322033898305
grant,227,2.27,55,61,0.61,15,4,100,0.04
curiouskiwi,3,0.25,2,0,0.0,0,2,12,0.16666666666666666
nimaltd,3895,86.55555555555556,705,847,18.822222222222223,176,28,45,0.6222222222222222
fkling,7506,144.34615384615384,6538,1021,19.634615384615383,776,4,52,0.07692307692307693
nyenza,31,3.875,9,1,0.125,1,1,8,0.125
tdlib,13121,6560.5,8847,2922,1461.0,2073,2,2,1.0
cedev935,903,9.03,25,42,0.42,5,2,100,0.02
Wadoozie,391,130.33333333333334,391,6,2.0,6,3,3,1.0
halzhang,526,5.595744680851064,331,251,2.6702127659574466,107,5,94,0.05319148936170213
mar-v-in,826,18.355555555555554,491,241,5.355555555555555,124,7,45,0.15555555555555556
overextended,2480,68.88888888888889,546,3703,102.86111111111111,1058,36,36,1.0
gafferongames,34,8.5,33,3,0.75,3,1,4,0.25
medicinepckt,0,0.0,0,0,0.0,0,0,0,0.0
GunterMueller,4725,47.25,4182,1749,17.49,1348,14,100,0.14
hundredrabbits,14020,438.125,5009,995,31.09375,248,21,32,0.65625
alaingalvan,2180,68.125,692,199,6.21875,56,12,32,0.375
islamic-network,3,3.0,3,0,0.0,0,1,1,1.0
LearningJournal,1563,53.89655172413793,514,2139,73.75862068965517,647,13,29,0.4482758620689655
pik1989,786,7.86,151,710,7.1,153,21,100,0.21
baskerville,14267,203.81428571428572,8267,912,13.028571428571428,438,22,70,0.3142857142857143
barry-far,8078,1154.0,5836,1463,209.0,1104,6,7,0.8571428571428571
mavi888,554,5.54,43,372,3.72,56,8,100,0.08
nomadcoders,2305,23.05,241,2189,21.89,349,35,100,0.35
Mahmoudz,1700,51.515151515151516,1639,183,5.545454545454546,178,24,33,0.7272727272727273
sunshine940326,947,28.696969696969695,523,435,13.181818181818182,222,4,33,0.12121212121212122
travisbrown,910,9.1,430,73,0.73,30,13,100,0.13
TradeSEB,216,5.837837837837838,49,75,2.027027027027027,17,26,37,0.7027027027027027
ezshine,3564,35.64,1954,844,8.44,239,18,100,0.18
thecompez,186,2.325,47,37,0.4625,8,13,80,0.1625
mmazzarolo,8509,100.10588235294118,3052,1156,13.6,390,9,85,0.10588235294117647
ParkYoungWoong,169,1.69,45,129,1.29,29,10,100,0.1
pudo,5695,116.22448979591837,4865,471,9.612244897959183,299,8,49,0.16326530612244897
MatheuZSecurity,3730,149.2,1688,537,21.48,182,18,25,0.72
PuruVJ,7281,72.81,2624,562,5.62,340,14,100,0.14
session-foundation,1575,28.636363636363637,769,518,9.418181818181818,93,36,55,0.6545454545454545
LouisCAD,630,6.3,330,84,0.84,55,4,100,0.04
EhViewer-NekoInverter,3550,273.0769230769231,3539,164,12.615384615384615,161,4,13,0.3076923076923077
catnose99,1210,35.588235294117645,387,222,6.529411764705882,161,7,34,0.20588235294117646
F3lip32010,194,2.9393939393939394,19,7,0.10606060606060606,4,2,66,0.030303030303030304
carla-simulator,17280,480.0,14054,6201,172.25,4592,23,36,0.6388888888888888
volodymyrfedorenko444,17,17.0,17,4,4.0,4,1,1,1.0
anthraxx,1246,13.543478260869565,727,151,1.641304347826087,61,19,92,0.20652173913043478
cloudsec,1268,84.53333333333333,571,558,37.2,213,6,15,0.4
tomwhite,256,2.56,161,120,1.2,76,7,100,0.07
ahmadalfy,245,4.224137931034483,89,54,0.9310344827586207,18,6,58,0.10344827586206896
paaak,315,7.159090909090909,38,3,0.06818181818181818,2,8,44,0.18181818181818182
FoundationAgents,128942,5861.0,68726,19044,865.6363636363636,9836,18,22,0.8181818181818182
mazen160,6161,146.6904761904762,1498,1321,31.452380952380953,186,19,42,0.4523809523809524
leap71,1706,131.23076923076923,941,411,31.615384615384617,158,13,13,1.0
JavierCane,33,1.1,7,14,0.4666666666666667,5,1,30,0.03333333333333333
martincrb,328,5.963636363636364,62,159,2.890909090909091,31,3,55,0.05454545454545454
Instagram,22743,842.3333333333334,13070,2334,86.44444444444444,1539,8,27,0.2962962962962963
oracle-samples,3576,35.76,1232,1647,16.47,622,48,100,0.48
cezaraugusto,6570,139.7872340425532,5826,994,21.148936170212767,853,26,47,0.5531914893617021
daytonaio,73541,1710.2558139534883,72456,6001,139.5581395348837,5612,21,43,0.4883720930232558
unix,957,9.57,406,138,1.38,55,5,100,0.05
eslint,35164,1034.235294117647,27307,6384,187.76470588235293,5020,30,34,0.8823529411764706
SteamDeckHomebrew,7894,375.9047619047619,6857,746,35.523809523809526,244,13,21,0.6190476190476191
valentinawerle,66,9.428571428571429,24,70,10.0,37,4,7,0.5714285714285714
atc1441,7371,106.82608695652173,3310,1267,18.36231884057971,607,40,69,0.5797101449275363
abhi-patil20,210,8.75,25,59,2.4583333333333335,3,23,24,0.9583333333333334
jthomasmock,786,7.86,222,242,2.42,63,5,100,0.05
liuliu,8482,94.24444444444444,7220,1831,20.344444444444445,1702,13,90,0.14444444444444443
geeksourcecodes,343,3.43,24,143,1.43,26,3,100,0.03
Najiib008,64,1.1636363636363636,6,5,0.09090909090909091,1,15,55,0.2727272727272727
Nsoro-Allan,176,1.76,14,2,0.02,2,27,100,0.27
defunctzombie,1216,12.16,399,295,2.95,107,3,100,0.03
stm32duino,6057,60.57,3281,2275,22.75,1080,44,100,0.44
hmkcode,4838,284.5882352941176,3603,5618,330.47058823529414,3378,5,17,0.29411764705882354
zziz,15873,1322.75,15328,2561,213.41666666666666,2432,3,12,0.25
aalmiray,254,2.54,52,78,0.78,15,5,100,0.05
imakewebthings,16024,228.9142857142857,10316,1984,28.34285714285714,1298,3,70,0.04285714285714286
wpeebles,1569,313.8,1011,167,33.4,121,3,5,0.6
danfinlay,246,2.46,95,103,1.03,11,5,100,0.05
t-b-kunkel,87,4.35,19,7,0.35,4,0,20,0.0
ihebski,9448,449.9047619047619,6600,1408,67.04761904761905,776,9,21,0.42857142857142855
exitdump,59,2.107142857142857,9,2,0.07142857142857142,1,11,28,0.39285714285714285
status-im,528,5.28,131,211,2.11,37,9,100,0.09
webprodigies,1475,245.83333333333334,727,770,128.33333333333334,427,5,6,0.8333333333333334
chrmarti,240,2.526315789473684,173,75,0.7894736842105263,38,8,95,0.08421052631578947
MariaDB,9148,269.05882352941177,7723,2809,82.61764705882354,2062,20,34,0.5882352941176471
zaydodonovan,14,3.5,9,2,0.5,1,4,4,1.0
meemknight,2045,20.45,494,359,3.59,69,41,100,0.41
yujqiao,3502,67.34615384615384,2166,356,6.846153846153846,302,11,52,0.21153846153846154
Apleon,10,1.1111111111111112,2,6,0.6666666666666666,2,2,9,0.2222222222222222
CodeTraversal,328,109.33333333333333,288,241,80.33333333333333,230,3,3,1.0
glyph,1468,14.68,647,167,1.67,69,11,100,0.11
whitead,1573,20.69736842105263,741,282,3.710526315789474,135,13,76,0.17105263157894737
fish2018,18367,874.6190476190476,13436,4727,225.0952380952381,3227,21,21,1.0
alvin-the-programmer,73,2.3548387096774195,31,22,0.7096774193548387,10,0,31,0.0
lightclient,319,3.19,70,40,0.4,10,8,100,0.08
needim,7849,270.6551724137931,6626,1210,41.724137931034484,1006,21,29,0.7241379310344828
anajuliabit,127,2.54,34,11,0.22,4,17,50,0.34
eric-haibin-lin,83,0.83,21,34,0.34,10,3,100,0.03
gregturn,105,1.05,47,76,0.76,28,3,100,0.03
DrJimFan,87,12.428571428571429,54,14,2.0,8,1,7,0.14285714285714285
MaximeHeckel,1615,16.15,719,241,2.41,92,13,100,0.13
honcheng,8143,116.32857142857142,2680,1598,22.82857142857143,385,16,70,0.22857142857142856
multikitty,135,1.9565217391304348,18,25,0.36231884057971014,5,12,69,0.17391304347826086
wwwtyro,7399,83.13483146067416,1183,1346,15.123595505617978,361,38,89,0.42696629213483145
kaycebasques,68,2.193548387096774,25,22,0.7096774193548387,8,19,31,0.6129032258064516
taiki-e,3422,34.22,1399,217,2.17,87,62,100,0.62
LinuxSuRen,376,3.76,367,70,0.7,68,1,100,0.01
mzlogin,20090,251.125,12328,4495,56.1875,2292,29,80,0.3625
syssi,3004,30.04,943,864,8.64,293,45,100,0.45
stephenplusplus,152,1.52,67,38,0.38,10,0,100,0.0
ingydotnet,259,2.59,115,73,0.73,21,4,100,0.04
tumobi,15442,467.93939393939394,8351,4663,141.3030303030303,2332,7,33,0.21212121212121213
delta-io,14179,1575.4444444444443,8843,3434,381.55555555555554,2113,9,9,1.0
arp242,6990,69.9,5749,402,4.02,260,35,100,0.35
kiral,44,6.285714285714286,24,24,3.4285714285714284,11,1,7,0.14285714285714285
dthree,17342,2167.75,7748,614,76.75,278,6,8,0.75
LittleSound,1040,12.682926829268293,350,64,0.7804878048780488,21,16,82,0.1951219512195122
milessabin,3762,42.26966292134831,3403,634,7.123595505617978,520,8,89,0.0898876404494382
iarna,993,9.93,338,141,1.41,41,29,100,0.29
SnaKKo,629,314.5,572,92,46.0,84,2,2,1.0
endeavouros-team,1684,42.1,518,402,10.05,126,24,40,0.6
sorah,1789,17.89,1312,127,1.27,41,9,100,0.09
dennisreimann,2780,60.43478260869565,1641,530,11.521739130434783,251,13,46,0.2826086956521739
mmahalwy,43,0.5972222222222222,7,12,0.16666666666666666,3,0,72,0.0
javierbyte,9110,159.82456140350877,2500,734,12.87719298245614,188,22,57,0.38596491228070173
liupan1890,13283,1207.5454545454545,11903,1312,119.27272727272727,1100,3,11,0.2727272727272727
knqyf263,1873,18.73,727,349,3.49,63,15,100,0.15
IMPHNEN,486,12.789473684210526,168,302,7.947368421052632,98,12,38,0.3157894736842105
rosinality,8804,100.04545454545455,2830,1584,18.0,624,17,88,0.19318181818181818
isaac545454,310,3.1,156,74,0.74,67,9,100,0.09
nuuxcode,201,3.5892857142857144,73,24,0.42857142857142855,6,6,56,0.10714285714285714
binghe001,2019,20.19,394,768,7.68,162,31,100,0.31
lucasb-eyer,3950,39.5,2022,630,6.3,428,15,100,0.15
gabevaz,24,0.47058823529411764,6,60,1.1764705882352942,36,1,51,0.0196078431372549
ByteGrad,1356,36.648648648648646,767,710,19.18918918918919,399,16,37,0.43243243243243246
odoomates,480,53.333333333333336,304,556,61.77777777777778,390,5,9,0.5555555555555556
bucanero,3874,38.74,1072,445,4.45,118,38,100,0.38
chad,621,6.21,283,95,0.95,31,11,100,0.11
Sanjeev-Thiyagarajan,1831,35.21153846153846,1101,1639,31.51923076923077,554,8,52,0.15384615384615385
Jsnzkpg,4502,500.22222222222223,3612,486,54.0,350,9,9,1.0
hramos,220,3.142857142857143,41,76,1.0857142857142856,40,6,70,0.08571428571428572
kaleai,7795,371.1904761904762,3132,1219,58.04761904761905,465,12,21,0.5714285714285714
netojoaobatista,208,3.0144927536231885,42,64,0.927536231884058,13,1,69,0.014492753623188406
wangjiegulu,8527,137.53225806451613,2631,1776,28.64516129032258,562,16,62,0.25806451612903225
dsrscientist,140,3.6842105263157894,39,566,14.894736842105264,190,12,38,0.3157894736842105
hoppscotch,80831,4754.764705882353,79488,6503,382.52941176470586,5910,12,17,0.7058823529411765
trevnorris,640,15.238095238095237,210,93,2.2142857142857144,35,9,42,0.21428571428571427
Jermolene,245,7.903225806451613,38,60,1.935483870967742,11,4,31,0.12903225806451613
alyssais,84,0.84,25,12,0.12,4,3,100,0.03
VAST-AI-Research,15398,733.2380952380952,6607,1640,78.0952380952381,835,19,21,0.9047619047619048
Ascotbe,7284,280.15384615384613,3198,1407,54.11538461538461,682,9,26,0.34615384615384615
ccgus,15938,590.2962962962963,13847,2940,108.88888888888889,2740,12,27,0.4444444444444444
rust-vmm,3384,99.52941176470588,595,1290,37.94117647058823,142,23,34,0.6764705882352942
stemkoski,3043,66.15217391304348,1831,1307,28.41304347826087,706,8,46,0.17391304347826086
jtpio,325,3.25,218,43,0.43,17,11,100,0.11
zainfathoni,192,1.92,78,43,0.43,19,10,100,0.1
torvalds,248499,20708.25,236107,63749,5312.416666666667,62675,12,12,1.0
karpathy,465222,7384.476190476191,86189,68832,1092.5714285714287,12491,63,63,1.0
openai,395775,3957.75,90455,65075,650.75,13318,100,100,1.0
microsoft,12367,123.67,2806,3986,39.86,958,76,100,0.76
claude,0,0.0,0,0,0.0,0,0,0,0.0
gustavoguanabara,29471,3683.875,16322,6664,833.0,3849,8,8,1.0
yyx990803,6550,65.5,2538,1021,10.21,228,25,100,0.25
deepseek-ai,412584,12134.823529411764,103737,54340,1598.235294117647,16735,34,34,1.0
gaearon,3426,34.26,1420,459,4.59,171,12,100,0.12
peng-zhihui,85251,1420.85,15077,17671,294.51666666666665,3148,60,60,1.0
ruanyf,208499,2779.9866666666667,93616,37520,500.26666666666665,8871,71,75,0.9466666666666667
sindresorhus,606064,6060.64,474848,46441,464.41,35370,57,100,0.57
github,81702,817.02,34838,24194,241.94,4280,86,100,0.86
bradtraversy,122914,1229.14,66000,34627,346.27,12087,66,100,0.66
google,78472,784.72,20074,14481,144.81,3550,70,100,0.7
anthropics,548827,6098.077777777778,149456,74798,831.0888888888888,21348,90,90,1.0
JakeWharton,80080,800.8,25366,14104,141.04,4552,73,100,0.73
huggingface,169443,1694.43,33830,23961,239.61,7041,94,100,0.94
TheAlgorithms,454943,10339.613636363636,221856,103487,2351.9772727272725,50744,43,44,0.9772727272727273
lucidrains,55266,552.66,11313,5824,58.24,1283,58,100,0.58
rafaballerini,21107,357.7457627118644,10520,25368,429.96610169491527,18939,59,59,1.0
hiteshchoudhary,47857,478.57,12747,11846,118.46,2800,76,100,0.76
IDouble,4299,70.47540983606558,441,685,11.229508196721312,109,61,61,1.0
tj,81975,819.75,28256,6092,60.92,1749,23,100,0.23
steipete,42902,429.02,14615,4484,44.84,1266,100,100,1.0
EpicGames,5892,491.0,3622,3914,326.1666666666667,2771,11,12,0.9166666666666666
addyosmani,97223,972.23,54339,10222,102.22,5910,40,100,0.4
ThePrimeagen,22699,226.99,9111,1863,18.63,484,42,100,0.42
modelcontextprotocol,178064,4239.619047619048,87069,25645,610.5952380952381,10979,42,42,1.0
geohot,23649,236.49,6519,3000,30.0,522,56,100,0.56
getify,216227,2921.9864864864867,184517,36975,499.6621621621622,33528,74,74,1.0
krishnaik06,19574,195.74,2787,15691,156.91,3483,66,100,0.66
CodeWithHarry,21271,518.8048780487804,11467,8161,199.0487804878049,3064,36,41,0.8780487804878049
3b1b,99692,11076.888888888889,87523,9819,1091.0,7306,9,9,1.0
nilbuild,455231,4552.31,356774,53119,531.19,44193,67,100,0.67
filipedeschamps,14664,666.5454545454545,6351,2297,104.4090909090909,617,22,22,1.0
antfu,20581,205.81,6204,1573,15.73,576,48,100,0.48
Microsoft-corp,0,0.0,0,0,0.0,0,0,0,0.0
michaelliao,19794,197.94,6458,17925,179.25,4767,50,100,0.5
rasbt,155509,1555.09,96992,30720,307.2,14836,50,100,0.5
midudev,33455,334.55,8955,4800,48.0,1201,100,100,1.0
JohnMwendwa,2994,29.94,176,222,2.22,58,100,100,1.0
apple,114636,1146.36,31916,9613,96.13,1680,93,100,0.93
kunal-kushwaha,29598,616.625,22867,16004,333.4166666666667,13333,17,48,0.3541666666666667
adrianhajdin,87091,870.91,7076,25649,256.49,1878,85,100,0.85
llSourcell,10757,107.57,969,4958,49.58,496,43,100,0.43
dmalan,718,34.19047619047619,248,202,9.619047619047619,89,10,21,0.47619047619047616
facebookresearch,59522,595.22,23367,6359,63.59,2637,96,100,0.96
mouredev,116032,2231.3846153846152,35988,22591,434.4423076923077,6113,52,52,1.0
facebook,347480,3474.8,65177,54026,540.26,9923,97,100,0.97
taylorotwell,1105,32.5,324,208,6.117647058823529,64,14,34,0.4117647058823529
wesbos,26426,264.26,6770,9979,99.79,2850,28,100,0.28
kentcdodds,10685,106.85,2635,2078,20.78,694,20,100,0.2
Visual-Studio-Code,296,296.0,296,765,765.0,765,1,1,1.0
freeCodeCamp,47989,479.89,39056,48050,480.5,9766,56,100,0.56
ry,5713,92.14516129032258,1665,1191,19.20967741935484,622,26,62,0.41935483870967744
diego3g,9453,126.04,1953,1771,23.613333333333333,353,26,75,0.3466666666666667
iamshaunjp,19242,192.42,1964,16646,166.46,1759,69,100,0.69
WebDevSimplified,7754,77.54,1036,7560,75.6,2581,52,100,0.52
iam-veeramalla,74587,768.9381443298969,11040,143710,1481.5463917525774,19093,97,97,1.0
paulirish,3589,35.89,1176,408,4.08,126,11,100,0.11
tiangolo,16124,322.48,3006,2897,57.94,611,32,50,0.64
python,117474,1290.923076923077,73170,47246,519.1868131868132,34723,72,91,0.7912087912087912
kennethreitz,21827,279.8333333333333,7221,2107,27.012820512820515,566,33,78,0.4230769230769231
ReVanced,50970,1019.4,28233,4287,85.74,1091,44,50,0.88
community,9432,2358.0,8416,5056,1264.0,3811,4,4,1.0
pewdiepie-archdaemon,71449,35724.5,68207,8686,4343.0,8545,2,2,1.0
StephenGrider,16976,169.76,2154,13913,139.13,2690,36,100,0.36
benawad,18515,185.15,9027,3316,33.16,1431,17,100,0.17
vercel,151260,1512.6,44597,25343,253.43,6654,82,100,0.82
jonasschmedtmann,33049,4721.285714285715,17147,31788,4541.142857142857,17496,7,7,1.0
datawhalechina,180150,1801.5,58514,26794,267.94,7157,84,100,0.84
gamemann,1416,14.16,168,108,1.08,28,35,100,0.35
antirez,72419,724.19,13460,8819,88.19,1431,82,100,0.82
brahmGAN,3187,177.05555555555554,1567,160,8.88888888888889,102,8,18,0.4444444444444444
elyxdev,167,11.133333333333333,40,4049,269.93333333333334,2445,6,15,0.4
geerlingguy,28121,281.21,9785,14733,147.33,3770,53,100,0.53
buckyroberts,8470,188.22222222222223,2174,7030,156.22222222222223,2837,16,45,0.35555555555555557
jwasham,366166,12205.533333333333,351148,87517,2917.233333333333,83420,20,30,0.6666666666666666
hadley,6990,69.9,2457,3114,31.14,1697,39,100,0.39
NVIDIA,40433,404.33,9895,5938,59.38,1520,85,100,0.85
gvanrossum,2550,91.07142857142857,1041,249,8.892857142857142,65,21,28,0.75
ProgrammingHero1,2094,20.94,950,885,8.85,386,32,100,0.32
BEPb,5595,130.11627906976744,3147,1186,27.58139534883721,935,38,43,0.8837209302325582
mrdoob,131537,2267.8793103448274,112974,39085,673.8793103448276,36378,43,58,0.7413793103448276
techwithtim,7862,78.62,1006,4473,44.73,1055,73,100,0.73
dhh,249,41.5,87,40,6.666666666666667,17,6,6,1.0
mitsuhiko,6461,64.61,2616,743,7.43,205,24,100,0.24
sdras,57610,576.1,27891,5921,59.21,1673,43,100,0.43
daimajia,46942,488.9791666666667,12447,10768,112.16666666666667,2639,24,96,0.25
google-deepmind,72909,729.09,15012,11176,111.76,2884,87,100,0.87
mojombo,14211,215.3181818181818,3257,3973,60.196969696969695,810,55,66,0.8333333333333334
hkirat,6335,63.35,1793,2746,27.46,832,42,100,0.42
kelseyhightower,20915,209.15,8424,3543,35.43,1396,32,100,0.32
SebLague,34918,375.4623655913978,4592,8298,89.2258064516129,1019,65,93,0.6989247311827957
donnemartin,452649,16764.777777777777,352661,73855,2735.3703703703704,56667,17,27,0.6296296296296297
mdo,21520,652.1212121212121,8478,2267,68.6969696969697,1109,28,33,0.8484848484848485
keijiro,12652,126.52,4114,1521,15.21,426,43,100,0.43
jadijadi,9454,94.54,1120,2763,27.63,1097,54,100,0.54
mli,42786,2037.4285714285713,33430,3912,186.28571428571428,2810,7,21,0.3333333333333333
liyupi,65909,659.09,15607,13392,133.92,1751,67,100,0.67
mbostock,5012,56.95454545454545,1146,742,8.431818181818182,157,10,88,0.11363636363636363
tpope,108000,1270.5882352941176,21662,6119,71.98823529411764,1144,52,85,0.611764705882353
chiphuyen,56857,1895.2333333333333,15974,11547,384.9,4255,30,30,1.0
Visualize-ML,41066,4106.6,9919,7374,737.4,1535,10,10,1.0
codediodeio,6883,105.8923076923077,1672,2338,35.96923076923077,727,14,65,0.2153846153846154
apache,56860,568.6,45779,22166,221.66,17221,69,100,0.69
mitchellh,44110,441.1,8036,4506,45.06,723,72,100,0.72
octocat,21535,2691.875,13841,164722,20590.25,157497,8,8,1.0
defunkt,35122,351.22,16648,5120,51.2,1932,26,100,0.26
dotnet,216869,2168.69,38021,81838,818.38,24739,88,100,0.88
mattpocock,5755,57.55,2148,672,6.72,245,100,100,1.0
programthink,42076,8415.2,20036,8440,1688.0,3510,5,5,1.0
termux,104611,1660.4920634920634,56248,17092,271.3015873015873,6752,63,63,1.0
xiaolai,5184,51.84,1236,2164,21.64,522,95,100,0.95
standardgalactic,21,0.21,3,1,0.01,1,9,100,0.09
openclaw,423874,5728.027027027027,378204,85044,1149.2432432432433,79094,74,74,1.0
brunosimon,16113,191.82142857142858,4693,2815,33.51190476190476,1021,43,84,0.5119047619047619
flutter,216539,9022.458333333334,176880,49633,2068.0416666666665,30496,24,24,1.0
douglascrockford,12562,628.1,8725,5010,250.5,4497,17,20,0.85
AlexTheAnalyst,6337,333.5263157894737,1521,4344,228.6315789473684,1069,19,19,1.0
MorvanZhou,41477,727.6666666666666,12948,18008,315.9298245614035,5684,34,57,0.5964912280701754
cloudwu,12773,127.73,2520,3609,36.09,681,41,100,0.41
kenjinote,963,9.63,418,92,0.92,18,14,100,0.14
Asabeneh,145355,1453.55,64567,31641,316.41,12143,47,100,0.47
tensorflow,487616,4876.16,195608,177552,1775.52,75183,91,100,0.91
JacksonTian,24463,244.63,17944,5776,57.76,4518,12,100,0.12
lllyasviel,168436,4432.526315789473,50031,19338,508.89473684210526,8073,28,38,0.7368421052631579
lucast1574,338,8.047619047619047,166,753,17.928571428571427,235,27,42,0.6428571428571429
phodal,22005,220.05,4598,3794,37.94,824,40,100,0.4
john-smilga,6051,60.51,3924,5461,54.61,3944,20,100,0.2
angelabauer,1176,25.02127659574468,433,1298,27.617021276595743,672,9,47,0.19148936170212766
Rich-Harris,11279,112.79,7875,480,4.8,280,10,100,0.1
developedbyed,3419,155.4090909090909,923,2412,109.63636363636364,589,14,22,0.6363636363636364
GoogleCloudPlatform,12005,120.05,6465,5399,53.99,1486,57,100,0.57
cs50,5984,59.84,2140,4131,41.31,895,49,100,0.49
vuejs,557583,5575.83,209845,97584,975.84,33706,73,100,0.73
MrXyfir,206,34.333333333333336,48,25,4.166666666666667,12,0,6,0.0
tachiyomiorg,2289,163.5,1135,2983,213.07142857142858,1769,12,14,0.8571428571428571
ggerganov,26110,367.7464788732394,9003,1826,25.718309859154928,607,38,71,0.5352112676056338
alibaba,180819,1808.19,37359,36257,362.57,7638,82,100,0.82
langchain-ai,201401,2014.01,139057,39462,394.62,23043,98,100,0.98
loiane,5239,52.39,1972,2412,24.12,697,17,100,0.17
shiffman,3619,36.19,607,1072,10.72,269,17,100,0.17
home-assistant,129994,1299.94,87652,64610,646.1,37655,68,100,0.68
jakevdp,1579,15.79,240,821,8.21,183,19,100,0.19
PacktPublishing,730,7.3,102,499,4.99,68,13,100,0.13
unicitynetwork,16622,213.10256410256412,16488,590,7.564102564102564,566,42,78,0.5384615384615384
mattt,21437,214.37,2596,1576,15.76,195,60,100,0.6
jeresig,6594,65.94,2554,887,8.87,458,8,100,0.08
chrisbanes,36673,591.5,8649,9810,158.2258064516129,4634,28,62,0.45161290322580644
t3dotgg,3760,37.6,1278,597,5.97,228,46,100,0.46
android,114544,1145.44,45716,32000,320.0,11869,79,100,0.79
cumsoft,318,39.75,66,33,4.125,12,8,8,1.0
sandhikagalih,5962,59.62,1125,6099,60.99,2018,33,100,0.33
esin,937,18.01923076923077,155,70,1.3461538461538463,10,37,52,0.7115384615384616
fchollet,36613,2288.3125,20131,13328,833.0,9052,12,16,0.75
bytedance,115512,1155.12,70984,15008,150.08,9617,79,100,0.79
akitaonrails,5731,57.31,569,750,7.5,65,100,100,1.0
aws-samples,1386,13.86,288,749,7.49,113,70,100,0.7
metatimeofficial,20672,10336.0,18975,678,339.0,656,2,2,1.0
trekhleb,256497,9499.888888888889,196071,40111,1485.5925925925926,31058,23,27,0.8518518518518519
AUTOMATIC1111,169936,3776.3555555555554,163621,31679,703.9777777777778,30364,29,45,0.6444444444444445
ageron,73642,800.4565217391304,29938,32711,355.55434782608694,13188,26,92,0.2826086956521739
vczh,3086,237.3846153846154,1076,703,54.07692307692308,294,5,13,0.38461538461538464
halfrost,50315,1479.8529411764705,33774,8486,249.58823529411765,5734,14,34,0.4117647058823529
rust-lang,72721,727.21,17915,15627,156.27,4039,78,100,0.78
codecrafters-io,516820,5168.2,514414,49390,493.9,48744,47,100,0.47
QwenLM,183073,4068.288888888889,27299,16014,355.8666666666667,2492,45,45,1.0
jackfrued,1377,13.77,427,736,7.36,254,27,100,0.27
JeffreyWay,3641,54.343283582089555,618,1125,16.791044776119403,296,10,67,0.14925373134328357
justjavac,57286,572.86,51090,10119,101.19,9018,18,100,0.18
atilsamancioglu,772,7.72,104,425,4.25,39,23,100,0.23
Trinea,40603,1691.7916666666667,31829,16459,685.7916666666666,11832,9,24,0.375
peter-kimanzi,1707,17.07,264,266,2.66,56,35,100,0.35
codingforentrepreneurs,8217,82.17,2475,4475,44.75,1347,34,100,0.34
rauchg,6686,66.86,1410,2674,26.74,2048,17,100,0.17
ahejlsberg,371,92.75,152,57,14.25,27,4,4,1.0
