username,total_stars,avg_stars_per_repo,max_repo_stars,total_forks,avg_forks_per_repo,max_repo_forks,active_repos,total_repositories_found,active_repo_ratio
maykbrito,4514,45.14,1633,3817,38.17,1344,100,100,1.0
jlord,9150,91.5,4880,3874,38.74,1212,14,100,0.14
spring-projects,230704,2883.8,80873,152771,1909.6375,41928,71,80,0.8875
wesm,28317,283.17,24644,15993,159.93,15691,10,100,0.1
spf13,76513,765.13,44076,9131,91.31,3543,20,100,0.2
LeaVerou,25578,255.78,6978,3700,37.0,699,41,100,0.41
josevalim,1425,19.791666666666668,439,128,1.7777777777777777,28,19,72,0.2638888888888889
isaacs,1471,14.71,273,256,2.56,39,28,100,0.28
OracleBrain,812,16.24,103,71,1.42,21,48,50,0.96
Ovilia,9122,138.21212121212122,2845,1702,25.78787878787879,471,10,66,0.15151515151515152
danielmiessler,136552,1773.4025974025974,71501,32816,426.1818181818182,25029,54,77,0.7012987012987013
nodejs,38889,388.89,8565,8139,81.39,1998,55,100,0.55
google-research,127109,1271.09,40025,25037,250.37,9704,91,100,0.91
stormzhang,7782,972.75,3137,2459,307.375,1067,8,8,1.0
leerob,16221,415.9230769230769,7557,2929,75.1025641025641,1442,34,39,0.8717948717948718
lifesinger,5585,2792.5,5574,0,0.0,0,1,2,0.5
DIYgod,80951,834.5463917525773,44650,14880,153.4020618556701,9919,36,97,0.3711340206185567
onevcat,32976,329.76,24346,3446,34.46,2760,26,100,0.26
idimetrix,12,0.12,6,1,0.01,1,1,100,0.01
gopinav,6330,75.35714285714286,799,5504,65.52380952380952,751,38,84,0.4523809523809524
aws,32475,324.75,10950,14007,140.07,6973,80,100,0.8
florinpop17,99735,997.35,94891,11898,118.98,10482,20,100,0.2
ForrestKnight,28491,647.5227272727273,22774,5293,120.29545454545455,3249,25,44,0.5681818181818182
shadcn,2484,24.84,1692,109,1.09,56,15,100,0.15
mosh-hamedani,5233,158.57575757575756,958,5172,156.72727272727272,1545,31,33,0.9393939393939394
ossu,245715,24571.5,204812,32012,3201.2,25464,10,10,1.0
Charles-Chrismann,335,11.551724137931034,85,27,0.9310344827586207,11,20,29,0.6896551724137931
charmbracelet,210904,3905.6296296296296,43052,7722,143.0,1804,54,54,1.0
kubowania,4891,48.91,516,3104,31.04,589,46,100,0.46
ChrisTitusTech,74710,747.1,55805,7880,78.8,3172,100,100,1.0
simonw,4809,48.09,1559,624,6.24,181,23,100,0.23
johnpapa,34021,340.21,23648,10831,108.31,4046,27,100,0.27
in28minutes,34718,347.18,2907,40774,407.74,6770,67,100,0.67
twitter,216835,2168.35,73414,37427,374.27,13279,100,100,1.0
Klerith,1167,11.67,359,2312,23.12,1198,32,100,0.32
lydiahallie,68845,1075.703125,65325,10159,158.734375,9222,13,64,0.203125
ethereum,31192,311.92,13880,14380,143.8,6015,100,100,1.0
astaxie,55618,670.0963855421687,43916,13081,157.6024096385542,10473,18,83,0.21686746987951808
matheusbattisti,7351,73.51,882,3237,32.37,544,50,100,0.5
flipperdevices,27673,276.73,16142,5353,53.53,3380,73,100,0.73
unclebob,6871,75.50549450549451,2112,1551,17.043956043956044,709,56,91,0.6153846153846154
acdlite,34936,472.1081081081081,14802,2602,35.16216216216216,1222,13,74,0.17567567567567569
cassidoo,11205,112.05,7652,1351,13.51,701,34,100,0.34
feross,12829,128.29,1883,1544,15.44,259,38,100,0.38
anuraghazra,82175,821.75,79630,37617,376.17,34292,29,100,0.29
Azure,6547,65.47,1020,4587,45.87,652,52,100,0.52
RubyLouvre,14700,147.0,5774,3595,35.95,1397,14,100,0.14
sorrycc,43402,434.02,34981,5334,53.34,4535,16,100,0.16
taniarascia,20998,428.53061224489795,7125,5679,115.89795918367346,1315,26,49,0.5306122448979592
eust-w,434,4.34,51,57,0.57,17,37,100,0.37
CyC2018,191386,27340.85714285714,184521,52915,7559.285714285715,50893,5,7,0.7142857142857143
tannerlinsley,339,3.39,98,128,1.28,57,38,100,0.38
goodfeli,8471,445.8421052631579,4074,2369,124.6842105263158,1101,7,19,0.3684210526315789
mustafacagri,965,22.976190476190474,245,176,4.190476190476191,53,33,42,0.7857142857142857
elder-plinius,66895,1454.2391304347825,27851,11790,256.30434782608694,5112,46,46,1.0
docker,148110,1481.1,45516,43134,431.34,8357,96,100,0.96
unknwon,59079,1136.1346153846155,35087,13651,262.5192307692308,8522,23,52,0.4423076923076923
davidfowl,13514,135.14,8509,1338,13.38,778,29,100,0.29
Kwynto,1379,68.95,260,84,4.2,18,18,20,0.9
schacon,3867,38.67,1350,3004,30.04,2229,17,100,0.17
twbs,220990,7892.5,174306,87185,3113.75,78826,20,28,0.7142857142857143
PremChapagain,77,38.5,77,13,6.5,13,1,2,0.5
evanw,54839,548.39,39920,3100,31.0,1310,20,100,0.2
brianyu28,416,10.146341463414634,66,110,2.682926829268293,29,14,41,0.34146341463414637
google-gemini,164231,3732.5227272727275,105171,24952,567.0909090909091,14041,44,44,1.0
Code-Bullet,4902,196.08,802,1646,65.84,263,25,25,1.0
ishandutta2007,177,1.77,17,9,0.09,3,53,100,0.53
acenelio,1931,19.31,582,1074,10.74,191,18,100,0.18
fengdu78,91085,5357.941176470588,37135,28687,1687.4705882352941,11182,13,17,0.7647058823529411
tomnomnom,37952,379.52,14453,4173,41.73,678,27,100,0.27
yinwang0,2098,110.42105263157895,1421,906,47.68421052631579,499,8,19,0.42105263157894735
cloudflare,47330,473.3,9434,5907,59.07,1142,69,100,0.69
netlify,4076,40.76,1886,1139,11.39,459,22,100,0.22
n8n-io,212614,4944.511627906977,192089,69363,1613.093023255814,58467,43,43,1.0
kubernetes,296366,3704.575,122928,118222,1477.775,43190,78,80,0.975
rexim,2898,36.68354430379747,601,254,3.2151898734177213,65,79,79,1.0
bailicangdu,86836,3947.090909090909,41064,25946,1179.3636363636363,12279,8,22,0.36363636363636365
tjdevries,5272,52.72,1210,323,3.23,113,24,100,0.24
intel-innersource,0,0.0,0,0,0.0,0,0,0,0.0
tsoding,9336,93.36,793,704,7.04,90,66,100,0.66
jessfraz,22859,228.59,13940,3841,38.41,2514,20,100,0.2
jashkenas,78612,3417.913043478261,28108,13732,597.0434782608696,5447,11,23,0.4782608695652174
CoreyMSchafer,12229,394.48387096774195,10586,18188,586.7096774193549,17240,31,31,1.0
jonhoo,7763,77.63,2007,652,6.52,174,32,100,0.32
Stability-AI,78993,789.93,27181,7979,79.79,3092,82,100,0.82
knadh,42576,645.0909090909091,21503,4414,66.87878787878788,2314,64,66,0.9696969696969697
KaimingHe,7672,3836.0,6736,2484,1242.0,2233,2,2,1.0
george0st,2599,96.25925925925925,411,82,3.037037037037037,21,27,27,1.0
Tencent,153335,1533.35,18391,25053,250.53,3691,96,100,0.96
btholt,22088,220.88,3589,7202,72.02,1099,42,100,0.42
fabpot,2500,29.41176470588235,1182,352,4.141176470588236,77,14,85,0.16470588235294117
PanJiaChen,118843,1650.5972222222222,90259,41546,577.0277777777778,30451,9,72,0.125
bot50,0,0.0,0,0,0.0,0,0,0,0.0
vbuterin,3414,48.08450704225352,1329,1468,20.676056338028168,877,70,71,0.9859154929577465
mattn,3305,33.05,1572,298,2.98,132,17,100,0.17
ashishps1,96169,2289.7380952380954,38649,21543,512.9285714285714,8314,40,42,0.9523809523809523
soumith,18414,184.14,11620,3657,36.57,1646,18,100,0.18
bradfitz,11659,116.59,2057,1224,12.24,474,41,100,0.41
abuanwar072,32037,376.90588235294115,7096,12716,149.6,2013,72,85,0.8470588235294118
gitdagray,7150,71.5,1198,4804,48.04,902,62,100,0.62
yangshun,49403,494.03,43960,6788,67.88,5939,15,100,0.15
egoist,5108,51.08,1348,348,3.48,63,15,100,0.15
adamwathan,2593,25.93,501,523,5.23,114,10,100,0.1
professorguanabara,1207,172.42857142857142,699,125,17.857142857142858,68,7,7,1.0
philipplackner,4427,44.27,706,2149,21.49,435,64,100,0.64
draveness,16154,316.7450980392157,8092,2800,54.90196078431372,1944,12,51,0.23529411764705882
breakwa11,3749,468.625,3145,1034,129.25,718,6,8,0.75
pytorch,223811,3197.3,100658,64149,916.4142857142857,27978,62,70,0.8857142857142857
JetBrains,32657,326.57,19120,3140,31.4,1400,46,100,0.46
nicknochnack,5405,54.05,498,3530,35.3,439,46,100,0.46
rakyll,10116,101.16,4704,1124,11.24,500,19,100,0.19
LaurieWired,20284,533.7894736842105,9193,1723,45.3421052631579,934,38,38,1.0
hongyangAndroid,44818,448.18,6843,12815,128.15,2367,28,100,0.28
angusshire,2129,118.27777777777777,1553,301,16.72222222222222,170,12,18,0.6666666666666666
developit,10459,104.59,4689,794,7.94,541,11,100,0.11
CelaDaniel,973,9.73,530,179,1.79,79,17,100,0.17
mathiasbynens,1575,15.75,519,232,2.32,98,7,100,0.07
miguelgrinberg,26405,264.05,8753,8041,80.41,4266,36,100,0.36
obsidianmd,38566,2754.714285714286,18658,11624,830.2857142857143,7050,14,14,1.0
TheCherno,18335,482.5,12998,3837,100.97368421052632,1565,31,38,0.8157894736842105
mdn,48153,481.53,10792,65882,658.82,27304,60,100,0.6
skydoves,65853,803.0853658536586,8330,6123,74.67073170731707,1108,73,82,0.8902439024390244
